Estado Civil;Horário Aula Dia/Noite;Escolaridade Materna;Escolaridade Paterna;Profissão Materna;Profissão Paterna;Necessidades Educacionais Especiais;Devedor de mensalidade;Mensalidade em Dia;Sexo;Bolsista;Idade na Inscrição;Disciplinas Aprovadas no Semestre;Taxa de Desemprego;Taxa de inflação;Resultado
1;1;3;3;2;2;0;0;1;0;0;18;6;12.4;0.5;Formado
1;1;1;3;3;3;0;0;1;0;0;18;6;11.1;0.6;Evasão
1;1;3;19;4;9;0;0;1;0;0;19;6;12.4;0.5;Formado
2;1;37;37;191;192;0;0;1;0;0;31;5;12.7;3.7;Formado
1;0;37;37;9;8;0;0;1;0;1;33;6;12.7;3.7;Formado
1;1;3;1;134;135;0;0;1;0;1;20;5;12.4;0.5;Inscrito
1;1;19;1;6;4;0;0;1;0;0;22;5;12.4;0.5;Inscrito
1;1;1;19;3;3;0;0;1;0;0;19;6;11.1;0.6;Formado
1;1;34;34;0;0;0;0;1;0;0;18;6;7.6;2.6;Evasão
1;1;38;1;5;5;1;0;1;0;0;18;0;15.5;2.8;Evasão
1;1;19;38;9;9;0;0;0;0;0;18;0;8.9;1.4;Evasão
1;1;3;4;2;5;0;0;1;0;0;18;0;11.1;0.6;Formado
1;1;19;19;7;7;0;0;1;0;1;19;5;12.4;0.5;Formado
1;1;1;3;3;4;0;0;1;0;0;18;6;11.1;0.6;Evasão
1;1;3;19;5;5;0;0;1;0;0;18;3;12.7;3.7;Formado
1;1;37;37;9;6;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;37;37;9;10;0;0;1;0;0;21;9;8.9;1.4;Formado
1;1;19;37;5;5;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;1;38;3;3;0;0;1;0;0;18;6;11.1;0.6;Formado
1;1;19;19;9;10;0;0;1;0;0;18;7;15.5;2.8;Formado
1;1;19;1;4;3;0;0;1;0;0;20;6;16.2;0.3;Formado
1;1;1;38;4;5;0;0;1;0;1;18;5;12.7;3.7;Formado
1;1;19;1;4;5;0;0;1;0;0;18;0;11.1;0.6;Evasão
1;1;37;38;191;143;0;0;1;0;1;20;5;8.9;1.4;Formado
1;1;19;19;9;8;0;0;1;0;0;20;6;12.4;0.5;Formado
1;1;37;1;9;9;0;1;1;0;1;19;4;11.1;0.6;Evasão
1;1;3;1;3;5;0;0;1;0;1;19;11;11.1;0.6;Formado
1;1;19;37;9;99;1;1;0;0;1;18;1;12.7;3.7;Evasão
1;1;1;1;4;9;0;1;1;0;1;19;6;15.5;2.8;Formado
1;1;1;38;4;7;0;0;1;0;1;20;8;9.4;-0.8;Formado
1;1;19;1;4;9;0;0;1;0;0;21;6;11.1;0.6;Formado
1;1;41;3;2;2;0;0;1;0;0;21;6;10.8;1.4;Formado
1;1;38;38;9;9;0;0;1;0;0;20;6;11.1;0.6;Formado
1;1;38;38;191;171;0;0;1;0;0;19;7;8.9;1.4;Formado
1;1;1;19;4;90;0;0;0;0;0;21;2;7.6;2.6;Evasão
1;1;30;19;4;90;0;0;1;0;0;18;5;7.6;2.6;Formado
1;1;19;37;9;9;0;0;1;0;1;19;5;8.9;1.4;Formado
1;1;19;19;9;4;0;0;1;0;0;18;7;13.9;-0.3;Formado
1;1;1;1;9;9;0;0;1;0;1;19;7;12.7;3.7;Formado
1;1;1;19;4;3;0;0;1;0;1;18;3;13.9;-0.3;Formado
1;1;19;37;5;7;0;0;1;0;1;18;4;15.5;2.8;Inscrito
1;1;37;37;8;8;0;0;1;0;0;18;6;13.9;-0.3;Formado
1;1;1;37;9;9;0;0;1;0;1;18;4;10.8;1.4;Formado
1;1;38;19;7;7;0;0;1;0;0;18;2;12.4;0.5;Evasão
1;1;1;38;9;7;0;0;1;0;1;18;6;11.1;0.6;Inscrito
1;1;1;38;9;7;0;0;1;0;0;18;0;11.1;0.6;Evasão
1;1;1;3;4;2;0;0;1;0;0;18;6;10.8;1.4;Formado
1;1;1;38;4;9;0;0;1;0;1;20;2;13.9;-0.3;Formado
1;1;3;1;2;5;0;0;1;0;0;18;5;15.5;2.8;Inscrito
1;1;1;19;4;5;0;0;1;0;0;18;5;16.2;0.3;Formado
1;1;37;37;9;7;0;0;1;0;1;20;7;10.8;1.4;Formado
4;1;37;37;9;6;0;0;1;0;0;40;8;9.4;-0.8;Formado
1;1;38;38;9;9;0;0;1;0;1;18;6;15.5;2.8;Formado
1;1;19;19;4;7;0;0;1;0;0;19;5;13.9;-0.3;Formado
1;0;1;19;4;9;0;0;1;0;0;24;0;12.4;0.5;Evasão
1;1;3;38;2;10;0;0;1;0;0;19;6;10.8;1.4;Evasão
1;1;2;1;4;4;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;1;19;9;6;0;0;1;0;1;20;6;11.1;0.6;Formado
1;1;38;38;5;5;0;0;1;0;0;18;7;12.4;0.5;Formado
1;1;1;38;4;8;0;0;1;0;1;18;0;13.9;-0.3;Formado
1;1;19;37;4;7;0;0;1;0;0;19;7;13.9;-0.3;Formado
1;1;3;3;4;5;0;0;1;0;0;18;7;13.9;-0.3;Evasão
1;1;3;3;2;2;0;0;1;0;0;19;6;12.4;0.5;Formado
1;1;37;37;9;7;0;0;1;0;1;19;7;13.9;-0.3;Formado
1;1;19;19;5;7;0;0;1;0;1;19;7;12.4;0.5;Formado
1;1;1;37;4;4;0;0;1;0;1;19;7;11.1;0.6;Evasão
1;1;1;38;1;7;0;0;1;0;0;19;6;7.6;2.6;Formado
1;1;1;19;1;5;0;1;0;0;0;25;5;9.4;-0.8;Evasão
1;1;19;19;4;10;0;0;1;0;0;20;7;12.7;3.7;Formado
1;1;1;19;5;5;0;1;0;0;0;23;7;8.9;1.4;Evasão
1;1;19;19;7;7;0;0;1;0;0;20;0;15.5;2.8;Evasão
1;0;37;11;9;10;0;0;1;0;0;27;5;11.1;0.6;Formado
1;1;19;1;4;4;0;0;1;0;0;18;8;9.4;-0.8;Formado
1;1;19;1;5;10;0;1;1;0;0;18;5;9.4;-0.8;Inscrito
1;0;19;1;5;10;0;1;0;0;0;23;11;13.9;-0.3;Evasão
1;1;38;37;5;6;0;0;1;0;1;19;6;7.6;2.6;Formado
1;1;37;38;3;3;0;0;1;0;0;18;5;15.5;2.8;Formado
1;1;1;19;9;8;0;0;1;0;0;20;7;13.9;-0.3;Formado
1;1;19;19;9;9;0;0;1;0;0;18;4;12.4;0.5;Formado
1;1;1;1;4;4;0;0;1;0;1;19;8;9.4;-0.8;Formado
1;1;19;19;8;8;0;0;1;0;1;19;6;12.4;0.5;Formado
1;1;38;37;5;5;0;0;1;0;0;19;4;9.4;-0.8;Inscrito
1;1;3;3;1;90;0;0;1;0;0;18;4;7.6;2.6;Formado
1;1;37;37;9;5;0;0;1;0;0;18;5;9.4;-0.8;Formado
1;1;19;19;4;7;0;0;1;0;0;18;6;11.1;0.6;Formado
1;1;19;38;9;9;0;0;0;0;0;28;11;15.5;2.8;Evasão
1;1;37;37;5;9;0;0;1;0;0;19;4;7.6;2.6;Evasão
1;1;3;1;2;3;0;1;1;0;0;20;0;13.9;-0.3;Evasão
1;1;1;37;4;9;0;0;1;0;1;19;6;12.4;0.5;Formado
1;1;1;19;4;0;1;0;1;0;1;20;6;11.1;0.6;Formado
1;1;19;19;9;9;0;0;1;0;1;19;5;12.4;0.5;Formado
1;1;5;1;2;10;0;0;1;0;0;21;5;8.9;1.4;Inscrito
1;1;1;19;9;4;0;0;1;0;1;19;7;11.1;0.6;Formado
1;1;19;1;9;3;0;0;1;0;1;18;6;13.9;-0.3;Formado
1;1;3;1;2;1;0;0;1;0;0;19;0;15.5;2.8;Evasão
1;1;12;38;9;5;0;0;1;0;1;19;6;8.9;1.4;Formado
1;1;38;19;132;103;0;1;1;0;0;20;5;16.2;0.3;Formado
1;1;1;1;4;0;0;0;1;0;0;18;5;13.9;-0.3;Inscrito
1;1;19;19;5;7;0;0;1;0;0;18;0;15.5;2.8;Inscrito
1;1;1;1;4;5;0;0;1;0;0;18;4;7.6;2.6;Formado
1;1;19;19;5;8;0;0;1;0;0;18;0;8.9;1.4;Evasão
1;1;37;38;0;7;0;0;1;0;0;18;5;7.6;2.6;Formado
1;1;19;19;4;4;0;0;1;0;0;20;5;15.5;2.8;Evasão
1;1;19;1;9;9;0;0;1;0;1;19;7;12.4;0.5;Formado
1;1;37;37;9;9;0;1;0;0;0;21;3;15.5;2.8;Evasão
1;1;12;3;5;8;0;1;0;0;0;20;0;10.8;1.4;Evasão
1;1;37;38;9;9;0;0;1;0;0;18;5;9.4;-0.8;Formado
1;1;1;4;5;3;0;0;1;0;1;20;6;10.8;1.4;Formado
1;1;19;37;1;9;0;0;1;0;1;19;8;9.4;-0.8;Formado
1;1;19;19;9;9;0;0;1;0;0;22;4;9.4;-0.8;Evasão
1;1;19;19;9;9;0;0;0;0;0;22;0;9.4;-0.8;Evasão
1;1;38;38;7;5;0;0;1;0;0;18;3;10.8;1.4;Inscrito
1;1;3;19;9;9;0;0;1;0;0;21;6;7.6;2.6;Inscrito
1;1;19;19;0;5;0;0;1;0;0;19;2;7.6;2.6;Formado
1;1;37;38;9;9;0;0;1;0;0;19;0;10.8;1.4;Evasão
1;1;34;34;0;0;0;0;1;0;1;20;7;9.4;-0.8;Evasão
1;1;38;19;8;8;0;1;1;0;1;18;7;15.5;2.8;Formado
1;0;19;37;5;9;0;0;0;0;0;22;7;8.9;1.4;Evasão
1;1;19;36;90;7;0;0;1;0;0;20;4;7.6;2.6;Formado
1;1;38;38;6;6;0;0;1;0;0;19;6;12.4;0.5;Formado
1;1;1;19;6;7;0;0;1;0;1;19;7;12.4;0.5;Formado
1;1;38;19;9;7;0;0;1;0;1;20;5;11.1;0.6;Inscrito
1;0;38;38;3;3;0;0;1;0;0;25;3;15.5;2.8;Inscrito
1;1;19;19;9;7;0;0;1;0;1;19;6;15.5;2.8;Formado
1;1;38;37;9;7;0;0;1;0;0;19;8;9.4;-0.8;Formado
1;1;3;38;1;9;0;0;0;0;0;19;0;10.8;1.4;Evasão
1;1;38;19;9;5;0;0;1;0;0;20;6;13.9;-0.3;Formado
1;1;37;37;9;9;0;0;1;0;0;25;7;12.4;0.5;Inscrito
1;1;19;38;5;9;0;0;1;0;1;20;6;7.6;2.6;Formado
1;1;38;19;9;9;0;0;1;0;0;24;4;9.4;-0.8;Inscrito
1;1;1;1;5;5;0;0;1;0;0;20;5;7.6;2.6;Formado
1;1;1;19;4;8;0;0;1;0;0;21;7;15.5;2.8;Formado
1;1;37;38;9;9;0;1;1;0;1;19;6;15.5;2.8;Formado
1;1;38;37;9;9;0;0;1;0;1;19;6;16.2;0.3;Formado
1;1;37;38;9;9;0;0;1;0;1;21;5;9.4;-0.8;Formado
1;1;3;37;2;10;0;0;1;0;0;28;7;15.5;2.8;Formado
1;1;37;38;9;9;0;1;0;0;1;19;5;10.8;1.4;Formado
1;1;37;37;9;6;0;0;1;0;1;18;5;12.4;0.5;Formado
5;1;37;38;5;8;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;19;37;7;7;0;0;1;0;1;18;8;9.4;-0.8;Formado
1;1;1;2;9;3;0;0;1;0;0;22;7;12.7;3.7;Formado
1;1;37;37;194;171;0;0;1;0;0;19;4;12.4;0.5;Inscrito
1;1;19;1;9;5;0;0;1;0;1;18;7;13.9;-0.3;Formado
1;1;37;37;5;6;0;0;0;0;0;20;0;15.5;2.8;Evasão
1;1;37;37;5;6;0;0;0;0;0;26;4;12.4;0.5;Evasão
1;1;37;38;9;9;0;0;1;0;1;18;6;10.8;1.4;Formado
1;1;1;38;4;9;0;0;1;0;1;21;6;10.8;1.4;Evasão
1;1;38;37;3;3;0;0;1;0;0;18;7;10.8;1.4;Formado
1;1;19;19;4;6;0;0;1;0;0;20;6;15.5;2.8;Formado
1;1;38;19;5;6;0;0;1;0;0;18;7;15.5;2.8;Formado
1;1;19;38;7;9;0;0;1;0;1;19;5;12.7;3.7;Inscrito
1;1;1;1;2;2;0;0;1;0;0;20;4;7.6;2.6;Evasão
1;1;19;19;9;5;0;1;1;0;1;18;6;12.7;3.7;Formado
1;1;37;37;9;9;0;0;1;0;1;20;3;10.8;1.4;Inscrito
1;0;19;11;0;0;0;0;1;0;0;22;5;7.6;2.6;Formado
1;1;19;38;4;5;0;0;1;0;0;18;0;7.6;2.6;Inscrito
1;0;19;38;5;7;0;0;1;0;0;21;4;8.9;1.4;Formado
1;1;1;1;9;0;0;0;1;0;0;18;6;13.9;-0.3;Inscrito
1;1;19;19;4;4;0;0;1;0;0;18;7;12.7;3.7;Formado
1;1;12;19;4;5;1;0;1;0;1;18;6;8.9;1.4;Formado
1;1;37;37;9;1;0;0;1;0;0;19;0;15.5;2.8;Evasão
1;1;1;19;3;5;0;0;1;0;0;19;3;10.8;1.4;Inscrito
1;1;38;1;9;4;0;0;1;0;0;19;5;16.2;0.3;Inscrito
1;1;1;37;7;7;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;1;2;10;10;0;0;1;0;0;19;4;8.9;1.4;Inscrito
1;1;38;37;9;7;0;0;0;0;0;19;3;10.8;1.4;Evasão
1;1;38;37;9;7;0;0;1;0;1;21;6;8.9;1.4;Formado
1;1;1;37;9;7;0;0;1;0;1;20;5;15.5;2.8;Formado
1;1;19;19;3;9;0;0;1;0;1;20;5;11.1;0.6;Formado
1;0;37;37;9;9;0;0;1;0;0;41;5;7.6;2.6;Formado
4;1;37;37;3;3;0;0;1;0;0;32;4;12.4;0.5;Inscrito
1;1;38;1;9;5;0;0;1;0;0;18;7;10.8;1.4;Formado
4;0;37;37;3;4;0;0;1;0;1;35;6;15.5;2.8;Formado
1;1;37;37;9;9;0;1;0;0;0;32;4;16.2;0.3;Evasão
1;0;19;37;5;9;0;0;1;0;0;37;11;12.4;0.5;Formado
2;1;3;37;9;9;0;0;1;0;0;30;7;12.7;3.7;Evasão
1;1;19;19;0;0;0;0;1;1;0;23;6;7.6;2.6;Formado
1;1;3;1;2;7;0;0;1;0;1;20;6;15.5;2.8;Evasão
1;1;19;37;5;7;0;0;1;1;0;21;4;9.4;-0.8;Formado
1;1;38;19;5;7;0;0;1;1;0;19;5;12.4;0.5;Formado
1;1;1;19;4;3;0;0;1;1;1;18;7;10.8;1.4;Formado
1;1;34;34;0;0;0;0;1;1;0;18;1;10.8;1.4;Evasão
1;0;1;1;4;10;0;0;1;1;0;24;4;12.4;0.5;Inscrito
1;1;1;37;9;9;0;0;1;1;0;22;4;12.7;3.7;Formado
1;1;19;1;5;5;0;0;1;1;0;18;4;16.2;0.3;Evasão
1;1;37;37;5;6;0;0;1;0;0;18;6;9.4;-0.8;Formado
1;1;2;1;9;1;0;0;1;1;0;21;5;16.2;0.3;Formado
4;1;37;37;9;9;0;1;1;0;0;38;3;16.2;0.3;Evasão
1;1;38;37;9;9;0;0;1;0;1;19;7;12.7;3.7;Formado
6;1;37;37;9;9;0;0;1;0;0;36;4;16.2;0.3;Evasão
1;1;1;1;9;9;0;0;1;0;0;18;4;12.7;3.7;Formado
1;1;19;19;5;5;0;0;1;0;0;19;7;12.4;0.5;Formado
1;1;19;38;9;9;0;1;0;0;0;21;8;8.9;1.4;Evasão
1;1;19;38;192;192;0;0;1;0;0;19;6;11.1;0.6;Inscrito
1;1;19;19;9;9;0;0;1;0;1;18;5;16.2;0.3;Formado
2;1;37;19;9;7;0;0;1;0;0;45;11;13.9;-0.3;Inscrito
1;1;37;37;9;7;0;0;1;0;0;20;1;7.6;2.6;Evasão
1;1;19;1;5;7;0;1;1;0;0;18;6;13.9;-0.3;Formado
1;1;1;19;4;4;0;0;1;0;1;18;6;11.1;0.6;Formado
1;1;34;34;0;0;0;0;1;0;0;25;0;10.8;1.4;Evasão
1;1;1;1;4;4;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;19;19;7;7;0;0;1;0;1;18;0;13.9;-0.3;Formado
1;1;1;1;3;6;0;0;1;0;0;39;13;13.9;-0.3;Formado
2;1;38;37;9;9;0;0;1;0;0;29;18;15.5;2.8;Formado
1;1;19;19;4;7;0;0;1;0;0;18;6;13.9;-0.3;Inscrito
1;1;37;2;9;3;0;0;0;0;0;23;2;10.8;1.4;Evasão
1;1;1;37;5;5;0;0;1;0;0;21;4;12.7;3.7;Evasão
1;1;1;19;4;4;0;0;0;0;0;18;6;10.8;1.4;Formado
1;1;1;19;5;5;0;0;1;0;0;23;6;12.4;0.5;Formado
1;1;1;19;4;4;0;0;1;0;0;18;6;11.1;0.6;Formado
2;0;37;37;4;8;0;0;1;0;0;32;5;9.4;-0.8;Formado
2;1;19;37;9;7;0;1;0;0;0;29;3;10.8;1.4;Evasão
1;1;1;38;194;163;0;1;1;0;1;20;5;8.9;1.4;Formado
1;1;34;34;0;0;0;0;0;0;0;28;1;9.4;-0.8;Evasão
1;1;38;38;1;9;0;0;1;0;0;27;3;10.8;1.4;Formado
1;1;37;34;90;0;0;1;1;0;0;22;12;7.6;2.6;Formado
2;1;19;37;9;10;0;1;1;0;0;37;6;16.2;0.3;Inscrito
1;0;37;38;0;5;0;0;0;0;0;28;1;12.7;3.7;Evasão
2;1;37;37;9;9;0;1;0;0;0;43;4;8.9;1.4;Evasão
1;1;37;37;9;9;0;0;0;0;0;32;0;10.8;1.4;Evasão
1;1;1;1;9;9;0;0;1;0;1;20;4;15.5;2.8;Inscrito
4;1;38;1;9;4;0;0;1;0;1;35;8;9.4;-0.8;Formado
1;1;37;37;0;0;0;0;1;0;0;21;3;7.6;2.6;Formado
1;1;19;19;7;9;0;0;1;0;1;18;6;12.4;0.5;Inscrito
1;1;3;38;3;7;0;0;1;0;1;18;7;16.2;0.3;Formado
1;1;19;19;5;8;0;0;1;0;0;18;5;16.2;0.3;Formado
1;0;19;37;7;6;0;0;1;0;0;22;6;12.4;0.5;Formado
1;1;1;1;4;10;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;19;38;9;7;0;0;1;0;1;18;5;13.9;-0.3;Formado
1;1;39;1;3;4;0;1;1;0;0;19;0;12.4;0.5;Evasão
1;1;19;1;9;5;0;0;1;0;1;18;7;11.1;0.6;Formado
2;0;19;39;5;3;0;1;0;0;0;31;0;16.2;0.3;Evasão
2;0;1;19;1;5;0;1;1;0;1;33;5;9.4;-0.8;Formado
1;1;19;38;7;7;0;0;1;0;1;19;8;9.4;-0.8;Formado
1;1;38;38;7;7;0;0;1;0;1;18;6;12.7;3.7;Formado
1;1;9;19;4;3;0;0;1;0;0;23;3;7.6;2.6;Formado
1;1;38;38;5;7;0;0;1;0;0;20;5;9.4;-0.8;Formado
1;1;38;38;4;8;0;0;1;0;0;18;8;9.4;-0.8;Formado
1;1;1;1;4;3;0;1;1;0;0;21;8;8.9;1.4;Inscrito
1;1;19;38;5;6;0;0;1;0;1;22;5;12.7;3.7;Formado
1;1;1;19;4;4;0;1;1;0;0;20;6;9.4;-0.8;Formado
1;1;19;38;4;10;0;0;1;0;0;23;6;7.6;2.6;Formado
1;1;3;1;4;5;0;0;1;0;0;19;6;16.2;0.3;Formado
1;1;1;37;1;1;0;0;1;0;0;19;7;10.8;1.4;Formado
1;0;19;38;7;4;0;0;1;0;0;26;2;10.8;1.4;Evasão
1;1;1;37;4;3;0;0;1;0;0;18;7;16.2;0.3;Formado
1;1;1;37;7;7;0;0;1;1;0;18;1;9.4;-0.8;Evasão
1;1;38;37;9;9;0;0;1;1;0;20;6;16.2;0.3;Formado
1;1;3;1;4;4;0;0;1;1;0;19;0;15.5;2.8;Evasão
1;0;37;37;9;9;0;0;0;1;0;32;5;10.8;1.4;Evasão
2;1;19;19;4;4;0;0;0;1;0;31;2;9.4;-0.8;Evasão
1;1;1;19;4;5;0;0;1;1;0;25;1;13.9;-0.3;Inscrito
1;1;19;3;9;1;0;0;1;0;0;21;5;16.2;0.3;Formado
2;0;37;37;4;9;0;0;0;0;0;31;4;12.7;3.7;Evasão
2;1;37;37;5;5;0;0;1;0;0;34;1;16.2;0.3;Evasão
1;1;19;19;9;9;0;0;1;0;1;18;6;11.1;0.6;Formado
1;1;19;19;9;9;0;1;1;0;0;19;0;12.4;0.5;Evasão
1;1;19;37;3;6;0;1;1;0;0;21;1;8.9;1.4;Inscrito
1;1;38;37;5;3;0;0;0;0;0;18;3;9.4;-0.8;Evasão
1;1;19;39;4;8;0;0;1;0;0;20;6;11.1;0.6;Formado
1;1;38;37;9;5;0;0;1;0;0;20;6;15.5;2.8;Formado
1;1;38;38;7;8;1;0;1;0;1;18;5;11.1;0.6;Formado
1;1;38;38;7;8;0;0;1;0;0;19;4;7.6;2.6;Formado
1;1;19;19;5;1;0;0;1;0;0;19;0;12.7;3.7;Inscrito
4;1;3;1;5;5;0;0;1;0;1;30;0;11.1;0.6;Evasão
1;1;19;38;5;5;0;0;1;0;0;19;6;11.1;0.6;Formado
1;1;38;37;7;7;0;0;1;0;0;19;7;12.7;3.7;Formado
1;1;1;37;4;7;0;0;1;0;1;19;7;12.7;3.7;Formado
1;1;19;38;9;9;0;0;1;0;0;19;6;12.4;0.5;Formado
1;1;1;1;3;3;0;0;1;0;0;20;5;7.6;2.6;Formado
1;1;19;37;9;3;0;1;1;1;0;25;0;13.9;-0.3;Evasão
1;1;19;19;9;9;0;0;1;1;0;19;0;12.4;0.5;Evasão
2;1;37;19;7;3;0;1;1;0;1;34;6;9.4;-0.8;Formado
1;1;38;37;9;5;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;1;1;4;5;0;0;1;0;1;18;8;9.4;-0.8;Formado
1;1;38;38;9;10;0;0;1;0;0;20;6;11.1;0.6;Formado
1;1;19;37;9;7;0;0;1;0;1;20;7;10.8;1.4;Formado
1;0;38;38;191;193;0;1;1;0;0;23;8;8.9;1.4;Inscrito
1;1;37;37;6;6;0;0;1;0;0;28;1;10.8;1.4;Evasão
1;1;37;19;9;10;0;0;1;0;0;18;5;15.5;2.8;Inscrito
1;1;19;38;9;9;0;0;1;0;0;19;5;16.2;0.3;Formado
2;1;38;37;9;8;0;0;1;0;0;34;2;7.6;2.6;Evasão
2;1;37;37;7;8;0;0;1;0;0;35;0;8.9;1.4;Evasão
1;0;37;37;9;7;0;0;1;0;0;32;5;12.4;0.5;Formado
1;1;19;19;4;7;0;0;1;0;0;19;6;11.1;0.6;Formado
1;1;1;19;9;7;0;0;1;0;0;18;4;11.1;0.6;Formado
2;1;37;37;9;9;0;0;0;0;0;35;4;9.4;-0.8;Evasão
1;0;1;12;4;5;0;0;1;1;1;24;4;12.4;0.5;Inscrito
1;1;19;37;9;9;0;0;1;0;1;20;6;13.9;-0.3;Formado
1;1;19;19;4;9;0;0;1;1;1;18;6;16.2;0.3;Formado
1;1;38;19;7;9;0;0;1;1;1;20;7;10.8;1.4;Formado
1;1;1;19;4;7;0;0;0;1;0;18;0;9.4;-0.8;Evasão
1;1;19;19;4;4;0;0;1;1;1;18;5;12.4;0.5;Formado
1;1;19;37;5;7;0;0;1;1;1;20;4;9.4;-0.8;Formado
1;1;19;38;3;3;0;0;1;1;0;19;6;12.4;0.5;Evasão
1;1;1;1;4;9;0;0;1;1;1;20;6;7.6;2.6;Inscrito
1;1;19;1;9;9;0;0;1;1;0;19;6;10.8;1.4;Formado
1;1;36;37;0;0;0;0;1;1;0;20;5;7.6;2.6;Formado
1;1;19;19;9;7;0;0;1;1;0;22;6;11.1;0.6;Formado
1;1;1;19;9;8;0;0;1;1;1;18;4;11.1;0.6;Inscrito
1;1;38;38;9;9;0;0;1;1;0;19;7;12.7;3.7;Formado
1;1;1;19;9;7;0;0;1;1;0;22;3;13.9;-0.3;Evasão
1;1;4;12;2;9;0;0;1;1;0;20;5;8.9;1.4;Formado
2;1;1;41;9;3;0;1;0;1;0;34;0;12.4;0.5;Evasão
2;0;1;1;4;4;0;0;1;1;0;24;1;16.2;0.3;Evasão
1;1;34;34;0;0;0;0;1;1;0;26;0;7.6;2.6;Evasão
1;1;37;37;9;6;0;0;1;1;0;35;4;12.4;0.5;Evasão
1;0;2;37;4;9;0;0;1;1;0;22;5;7.6;2.6;Formado
1;1;38;38;5;5;0;0;1;1;0;26;4;9.4;-0.8;Inscrito
1;1;1;19;3;4;0;0;1;1;0;19;3;8.9;1.4;Evasão
1;1;3;19;3;9;0;0;0;1;0;19;0;8.9;1.4;Evasão
1;1;3;3;2;2;0;1;1;1;0;20;0;15.5;2.8;Formado
1;1;3;3;1;10;0;1;1;1;0;21;10;11.1;0.6;Formado
1;1;1;19;7;7;0;0;1;0;1;19;6;13.9;-0.3;Formado
1;1;19;19;9;9;0;0;1;0;0;18;6;12.7;3.7;Formado
1;1;1;38;8;8;0;0;1;0;1;23;12;8.9;1.4;Formado
1;1;19;38;5;7;0;0;1;0;1;18;5;12.7;3.7;Formado
1;1;37;38;5;7;0;0;1;0;0;18;7;12.7;3.7;Formado
1;1;38;38;9;9;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;1;19;143;172;0;0;1;0;0;21;11;8.9;1.4;Formado
1;1;37;37;9;6;0;0;1;0;1;18;6;15.5;2.8;Formado
1;1;38;37;9;5;0;0;1;0;1;24;6;10.8;1.4;Formado
1;1;3;39;2;3;0;0;1;0;0;18;7;16.2;0.3;Evasão
1;1;19;1;5;7;0;0;1;0;0;18;6;13.9;-0.3;Inscrito
1;1;19;37;9;7;0;0;1;0;0;20;6;12.4;0.5;Formado
1;1;1;19;4;9;0;0;1;0;0;19;3;9.4;-0.8;Inscrito
1;1;34;38;0;8;0;0;0;0;1;18;3;7.6;2.6;Evasão
1;1;1;19;5;7;0;0;1;0;1;19;4;10.8;1.4;Evasão
1;1;1;38;4;8;0;0;1;0;0;19;5;10.8;1.4;Formado
1;1;1;38;9;3;0;1;1;0;0;18;6;10.8;1.4;Formado
1;1;19;1;194;103;0;0;1;0;0;20;6;11.1;0.6;Inscrito
1;1;38;38;9;9;0;0;1;0;1;18;8;9.4;-0.8;Formado
1;1;38;38;5;5;0;0;1;0;1;19;6;11.1;0.6;Formado
1;1;3;38;2;10;0;0;1;0;0;18;4;13.9;-0.3;Inscrito
1;1;37;37;9;9;0;0;1;0;0;18;6;7.6;2.6;Formado
1;1;1;37;4;9;0;0;1;0;0;21;4;11.1;0.6;Inscrito
1;1;34;38;0;7;0;1;0;0;0;19;1;7.6;2.6;Evasão
1;1;1;1;3;3;0;0;1;0;0;21;7;12.4;0.5;Formado
1;1;4;1;2;9;0;0;1;0;0;18;4;11.1;0.6;Inscrito
1;1;19;38;9;7;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;1;1;3;10;0;0;1;0;0;18;7;11.1;0.6;Formado
1;1;3;1;1;3;0;0;0;0;0;23;0;10.8;1.4;Evasão
1;1;19;37;7;7;0;0;1;0;0;20;3;16.2;0.3;Inscrito
1;1;38;38;5;5;0;0;1;0;0;18;7;16.2;0.3;Formado
1;1;1;19;2;10;0;0;1;0;0;19;5;7.6;2.6;Inscrito
1;1;1;38;3;7;0;0;1;0;1;27;6;12.4;0.5;Inscrito
1;1;37;37;9;6;0;1;0;0;1;19;5;11.1;0.6;Inscrito
1;1;1;19;9;9;0;0;1;0;0;21;5;15.5;2.8;Evasão
1;1;37;38;7;8;0;0;1;0;1;19;7;10.8;1.4;Formado
1;1;37;37;6;9;0;0;1;0;1;21;6;13.9;-0.3;Formado
1;1;19;19;9;9;0;0;1;0;0;18;5;10.8;1.4;Formado
1;1;19;38;7;7;0;0;1;0;1;20;5;12.7;3.7;Formado
1;1;37;37;9;7;0;0;1;0;1;18;5;9.4;-0.8;Formado
1;1;1;1;4;8;0;1;0;0;1;18;6;12.7;3.7;Evasão
1;1;1;3;4;4;0;0;1;0;0;18;6;8.9;1.4;Formado
1;1;1;1;3;3;0;0;1;0;1;18;6;16.2;0.3;Formado
1;1;1;1;7;7;0;0;1;0;1;19;5;12.4;0.5;Inscrito
